om,yr,mo,dy,date,time,ts,UTC,tz,st,slat,slon,elat,elon,tempmax,tempmin,temp,humidity,dew,precip,preciptype,windspeed,winddir,pressure,cloudcover,visibility
619747,2021,3,25,3/25/2021,15:48:00,3/25/2021 15:48,3/25/2021 20:48,3,AL,33.5686,-86.707,33.6015,-86.6361,,,72,84,66.9,0.045,['rain'],11.4,170,1008.7,100,6.2
619748,2021,3,25,3/25/2021,18:13:00,3/25/2021 18:13,3/25/2021 23:13,3,AL,32.1238,-88.0445,32.1834,-87.8964,,,73.9,85.2,69.2,0.069,['rain'],13.6,206,1008.2,40.5,3.7
619749,2021,3,25,3/25/2021,18:30:00,3/25/2021 18:30,3/25/2021 23:30,3,TN,35.3338,-87.7127,35.4762,-87.3615,,,72.8,80.1,66.3,0.002,['rain'],9.5,184,1002.8,95.7,9.5
619750,2021,3,25,3/25/2021,19:08:00,3/25/2021 19:08,3/26/2021 0:08,3,GA,34.092,-84.9943,34.1025,-84.9679,,,65.1,81.3,59.2,0.151,['rain'],2.4,13,1007.1,100,5.6
619751,2021,3,25,3/25/2021,19:11:00,3/25/2021 19:11,3/26/2021 0:11,3,TN,35.95,-86.61,35.97,-86.57,,,67.1,88.8,63.7,0.001,['rain'],14.1,160,1004.4,59.9,9.9
619752,2021,3,25,3/25/2021,19:25:00,3/25/2021 19:25,3/26/2021 0:25,3,TN,36.05,-86.4,36.06,-86.35,,,67.1,89.4,63.8,0.001,['rain'],14,160,1004.5,57.2,9.9
619753,2021,3,25,3/25/2021,19:32:00,3/25/2021 19:32,3/26/2021 0:32,3,KY,37.4476,-86.749,37.4537,-86.7393,,,67.9,84.6,63.1,0.029,['rain'],14.1,170,1000.9,94.5,6.8
619754,2021,3,25,3/25/2021,20:01:00,3/25/2021 20:01,3/26/2021 1:01,3,AL,32.8086,-86.5578,32.8913,-86.3254,,,73,88.1,69.2,0.097,['rain'],10.9,193,1009.7,98,7.8
619755,2021,3,25,3/25/2021,20:16:00,3/25/2021 20:16,3/26/2021 1:16,3,KY,37.4833,-86.1563,37.4875,-86.1417,,,65.1,89.9,62.1,0.028,['rain'],12.4,163,1003.1,96,9
619756,2021,3,25,3/25/2021,20:44:00,3/25/2021 20:44,3/26/2021 1:44,3,KY,37.6255,-85.7671,37.6682,-85.7032,,,63,99.7,62.9,0.195,['rain'],14.4,185,1002.3,97,9.8
619757,2021,3,25,3/25/2021,20:55:00,3/25/2021 20:55,3/26/2021 1:55,3,AL,33.0942,-85.771,33.2313,-85.2566,,,73.8,81.6,67.8,0.006,['rain'],9.7,186,1010.7,100,9.6
619758,2021,3,25,3/25/2021,21:37:00,3/25/2021 21:37,3/26/2021 2:37,3,GA,33.2533,-85.1895,33.4455,-84.5624,,,74.5,74.3,65.8,0.003,['rain'],9,186,1012.3,96.8,9
619759,2021,3,25,3/25/2021,21:55:00,3/25/2021 21:55,3/26/2021 2:55,3,GA,34.213,-84.833,34.2397,-84.7971,,,66.4,79,59.7,0.024,['rain'],7.6,191,1008.4,100,9.8
619760,2021,3,26,3/26/2021,11:40:00,3/26/2021 11:40,3/26/2021 16:40,3,VT,44.0267,-73.1449,44.0342,-73.1368,,,61.3,86.5,57.3,0.019,['rain'],4.5,169,998.5,64.4,9.9
619761,2021,3,27,3/27/2021,15:38:00,3/27/2021 15:38,3/27/2021 20:38,3,TN,35.53,-88.528,35.5398,-88.4765,,,70.1,82.7,64.6,0.001,['rain'],6.4,87,1013.4,84.2,9.9
619762,2021,3,27,3/27/2021,15:54:00,3/27/2021 15:54,3/27/2021 20:54,3,TN,35.5452,-88.3671,35.5482,-88.3577,,,69.1,85.7,64.6,0.001,['rain'],5.4,99,1013.7,84.3,9.9
619763,2021,3,27,3/27/2021,16:12:00,3/27/2021 16:12,3/27/2021 21:12,3,TN,35.554,-88.064,35.558,-88.057,,,68.5,87.2,64.6,0.001,['rain'],4.9,103,1013.8,85.1,9.9
619764,2021,3,27,3/27/2021,17:01:00,3/27/2021 17:01,3/27/2021 22:01,3,AR,35.5192,-90.2531,35.5223,-90.2417,,,77.1,74.2,68.3,0,,9.5,210,1010.8,88.9,9.1
619765,2021,3,27,3/27/2021,17:06:00,3/27/2021 17:06,3/27/2021 22:06,3,TX,31.6884,-95.2293,31.8332,-94.9242,,,76.7,78.1,69.3,0,,6.5,153,1011.1,89.7,5.2
619766,2021,3,27,3/27/2021,17:11:00,3/27/2021 17:11,3/27/2021 22:11,3,AR,35.5376,-90.1708,35.5443,-90.1533,,,75.9,77.1,68.3,0,,8.6,198,1010.9,88.8,8.8
619767,2021,3,27,3/27/2021,17:16:00,3/27/2021 17:16,3/27/2021 22:16,3,AR,35.341,-90.61,35.345,-90.603,,,76.1,74.9,67.5,0,,9.6,203,1010.7,75.1,8.8
619768,2021,3,27,3/27/2021,17:21:00,3/27/2021 17:21,3/27/2021 22:21,3,AR,35.5998,-90.0819,35.627,-90.021,,,74.6,80.2,68.1,0,,7,154,1011.1,82.6,8.5
619769,2021,3,27,3/27/2021,17:37:00,3/27/2021 17:37,3/27/2021 22:37,3,AR,35.6639,-89.9481,35.6976,-89.8708,,,73,80.8,66.7,0.003,['rain'],7,116,1010.6,80.7,6.5
619769,2021,3,27,3/27/2021,17:37:00,3/27/2021 17:37,3/27/2021 22:37,3,AR,35.6639,-89.9481,35.6676,-89.9387,,,73,80.8,66.7,0.003,['rain'],7,116,1010.6,80.7,6.5
619769,2021,3,27,3/27/2021,17:38:00,3/27/2021 17:38,3/27/2021 22:38,3,TN,35.6676,-89.9387,35.6976,-89.8708,,,72.9,80.9,66.7,0.004,['rain'],7,115,1010.6,80.7,6.4
619770,2021,3,27,3/27/2021,17:58:00,3/27/2021 17:58,3/27/2021 22:58,3,TX,31.9009,-94.7138,32.0669,-94.3878,,,76.5,79.9,69.8,0,,7.1,161,1010.6,97.9,7.1
619771,2021,3,27,3/27/2021,18:08:00,3/27/2021 18:08,3/27/2021 23:08,3,IL,38.7323,-89.7697,38.7347,-89.6716,,,77.1,51.6,57.8,0,,11,162,1007.6,15.2,9.9
619772,2021,3,27,3/27/2021,18:38:00,3/27/2021 18:38,3/27/2021 23:38,3,TX,32.0982,-94.3089,32.2012,-94.0669,,,75.9,90.6,73,0.001,['rain'],7.3,146,1009.8,62,6.4
619773,2021,3,27,3/27/2021,19:08:00,3/27/2021 19:08,3/28/2021 0:08,3,LA,32.1792,-93.9851,32.2068,-93.9351,,,77.8,75.6,69.5,0,,5.9,307,1009.5,91.2,8.5
619774,2021,3,27,3/27/2021,19:22:00,3/27/2021 19:22,3/28/2021 0:22,3,LA,32.2378,-93.8364,32.3276,-93.663,,,78.6,70.3,68.1,0,,7.3,189,1009.3,86.7,9.9
619775,2021,3,27,3/27/2021,19:23:00,3/27/2021 19:23,3/28/2021 0:23,3,AR,34.1548,-91.5722,34.2531,-91.2712,,,77.2,71.2,67.1,0,,14.4,172,1008.6,56,9.9
619776,2021,3,27,3/27/2021,21:22:00,3/27/2021 21:22,3/28/2021 2:22,3,AR,33.6655,-91.8083,33.6766,-91.7846,,,74.9,79.2,68,0.005,['rain'],5.9,181,1009,88.5,9.9
619777,2021,3,27,3/27/2021,21:45:00,3/27/2021 21:45,3/28/2021 2:45,3,MS,34.6992,-89.8239,34.7128,-89.792,,,71.9,83.3,66.6,0.008,['rain'],5.8,257,1009.1,58.5,6.4
619778,2021,3,27,3/27/2021,22:26:00,3/27/2021 22:26,3/28/2021 3:26,3,MS,33.8493,-91.028,33.852,-91.0211,,,76.6,77,68.8,0,,12.6,180,1009.3,100,9.9
619779,2021,3,27,3/27/2021,22:46:00,3/27/2021 22:46,3/28/2021 3:46,3,MS,33.9369,-90.7536,33.9523,-90.7066,,,76.3,79.7,69.6,0,,17.3,185,1009.9,62.9,5.9
619780,2021,3,28,3/28/2021,4:38:00,3/28/2021 4:38,3/28/2021 9:38,3,AL,34.1904,-86.74,34.2009,-86.7061,,,70.3,80.7,64.1,0,,15.2,203,1011.7,56.5,9.9
619781,2021,3,30,3/30/2021,17:04:00,3/30/2021 17:04,3/30/2021 22:04,3,MS,31.4387,-89.4472,31.4848,-89.421,,,71.5,94.7,69.9,0.006,['rain'],7.5,198,1017.3,100,9.3
619782,2021,3,30,3/30/2021,19:54:00,3/30/2021 19:54,3/31/2021 0:54,3,LA,32.7476,-92.2598,32.7619,-92.2488,,,71.9,92.6,69.7,0.051,['rain'],4.3,186,1013.2,100,9.9
619783,2021,3,30,3/30/2021,23:24:00,3/30/2021 23:24,3/31/2021 4:24,3,MS,33.8714,-89.1842,33.8806,-89.1663,,,68.2,89.5,65,0.014,['rain'],11.4,170,1015.6,76.8,9.9
619784,2021,3,31,3/31/2021,0:49:00,3/31/2021 0:49,3/31/2021 5:49,3,MS,33.9764,-88.4225,33.9963,-88.352,,,69.5,93.6,67.5,0.023,['rain'],11.2,183,1016,100,9.9
619785,2021,3,31,3/31/2021,1:31:00,3/31/2021 1:31,3/31/2021 6:31,3,AL,34.0606,-87.9958,34.076,-87.9744,,,68.1,94.8,66.5,0.128,['rain'],14.6,226,1030.8,100,9
619786,2021,3,31,3/31/2021,2:45:00,3/31/2021 2:45,3/31/2021 7:45,3,AL,34.1591,-87.1281,34.163,-87.111,,,66,95.5,64.7,0.249,['rain'],13.6,193,1026.4,65.9,5.3
619787,2021,3,31,3/31/2021,4:44:00,3/31/2021 4:44,3/31/2021 9:44,3,AL,34.5247,-85.7278,34.524,-85.6731,,,63.9,93.5,62,0.195,['rain'],8.7,237,1016.3,99.6,3.9
619788,2021,3,31,3/31/2021,7:15:00,3/31/2021 7:15,3/31/2021 12:15,3,AL,33.891,-86.7379,33.8931,-86.7354,,,65.8,90.6,62.9,0.131,['rain'],8,209,1017.6,82.5,6.5
619789,2021,4,7,4/7/2021,15:33:00,4/7/2021 15:33,4/7/2021 20:33,3,LA,32.3824,-93.4585,32.3835,-93.4431,,,69.5,92.1,67.1,0.122,['rain'],10,198,1007.3,94.5,2.1
619790,2021,4,7,4/7/2021,15:35:00,4/7/2021 15:35,4/7/2021 20:35,3,LA,32.1803,-93.4805,32.2707,-93.2818,,,69.7,91.2,67,0.167,['rain'],9.7,203,1007.3,95.6,2
619791,2021,4,7,4/7/2021,17:48:00,4/7/2021 17:48,4/7/2021 22:48,3,LA,32.5509,-92.3982,32.569,-92.355,,,70,82.6,64.5,0.013,['rain'],9.8,191,1008.1,97.6,9.9
619792,2021,4,7,4/7/2021,18:30:00,4/7/2021 18:30,4/7/2021 23:30,3,LA,32.8041,-91.9498,32.8293,-91.8125,,,68.7,97,67.8,0.012,['rain'],5.5,181,1008.1,99.3,7
619793,2021,4,7,4/7/2021,19:06:00,4/7/2021 19:06,4/8/2021 0:06,3,LA,32.9184,-91.5672,32.9323,-91.5239,,,69.5,92.7,67.3,0.009,['rain'],7.6,182,1008,97.5,7.6
619794,2021,4,7,4/7/2021,19:16:00,4/7/2021 19:16,4/8/2021 0:16,3,LA,32.9729,-91.4225,33.0109,-91.2704,,,70.8,85.8,66.3,0.027,['rain'],9.8,180,1007.8,97.6,7.8
619794,2021,4,7,4/7/2021,19:16:00,4/7/2021 19:16,4/8/2021 0:16,3,LA,32.9729,-91.4225,33.005,-91.302,,,70.8,85.8,66.3,0.027,['rain'],9.8,180,1007.8,97.6,7.8
619794,2021,4,7,4/7/2021,19:24:00,4/7/2021 19:24,4/8/2021 0:24,3,AR,33.005,-91.302,33.0109,-91.2704,,,72.5,78.2,65.3,0.035,['rain'],9.8,176,1007.9,83,8
619795,2021,4,7,4/7/2021,19:24:00,4/7/2021 19:24,4/8/2021 0:24,3,AR,33.0679,-91.3749,33.092,-91.3397,,,70.1,87,66,0.102,['rain'],8.4,198,1007.6,100,6.1
619796,2021,4,7,4/7/2021,19:36:00,4/7/2021 19:36,4/8/2021 0:36,3,IA,41.9559,-91.7399,41.9484,-91.7324,,,65.2,72.3,56,0,,7.9,109,1001.4,4.2,9.9
619797,2021,4,7,4/7/2021,20:13:00,4/7/2021 20:13,4/8/2021 1:13,3,LA,31.1309,-92.3732,31.1287,-92.3585,,,72.3,79.9,65.8,0.018,['rain'],6.1,186,1009.5,100,8.1
619798,2021,4,7,4/7/2021,20:52:00,4/7/2021 20:52,4/8/2021 1:52,3,LA,31.0811,-92.054,31.0756,-92.0244,,,70.7,85.1,66,0.027,['rain'],7,169,1009.8,95.9,6.6
619799,2021,4,7,4/7/2021,21:16:00,4/7/2021 21:16,4/8/2021 2:16,3,LA,31.0972,-91.8683,31.0924,-91.8108,,,71.6,81.1,65.5,0.017,['rain'],7.5,177,1010.5,96.9,7.6
619800,2021,4,8,4/8/2021,0:20:00,4/8/2021 0:20,4/8/2021 5:20,3,LA,30.6,-90.85,30.6,-90.85,,,72.4,82.4,66.7,0.001,['rain'],14.3,161,1010.5,100,9.9
619801,2021,4,8,4/8/2021,2:26:00,4/8/2021 2:26,4/8/2021 7:26,3,MS,30.3601,-89.6124,30.3701,-89.6097,,,72,86.6,67.8,0,,11.7,160,1011.2,97.5,9.9
619802,2021,4,8,4/8/2021,14:15:00,4/8/2021 14:15,4/8/2021 19:15,3,TN,35.97,-85.2,36.03,-85.13,,,62.6,89.3,59.4,0,,9.7,162,1007.6,52.2,9.9
619803,2021,4,8,4/8/2021,16:07:00,4/8/2021 16:07,4/8/2021 21:07,3,TN,36.3112,-84.4537,36.3349,-84.4164,,,71.1,58.7,55.9,0.002,['rain'],11.7,179,1006.7,89.1,9.9
619804,2021,4,8,4/8/2021,16:12:00,4/8/2021 16:12,4/8/2021 21:12,3,TN,36.3392,-84.397,36.356,-84.3859,,,71.4,56.6,55.2,0,,10.7,176,1007.2,91.6,9.9
619805,2021,4,8,4/8/2021,16:15:00,4/8/2021 16:15,4/8/2021 21:15,3,TN,36.3593,-84.3747,36.3791,-84.3521,,,71.2,57,55.2,0,,10.7,176,1007.2,91.9,9.9
619806,2021,4,9,4/9/2021,19:04:00,4/9/2021 19:04,4/10/2021 0:04,3,MS,33.0658,-89.5903,33.0584,-89.5771,,,78.9,64.5,65.9,0,,3.8,43,1004.5,0,9.9
619807,2021,4,9,4/9/2021,19:28:00,4/9/2021 19:28,4/10/2021 0:28,3,MS,32.2509,-89.8439,32.4078,-89.8101,,,84.6,48.4,63,0,,10.8,179,1006.1,63.2,9.9
619808,2021,4,9,4/9/2021,22:31:00,4/9/2021 22:31,4/10/2021 3:31,3,AR,33.6219,-94.2196,33.6198,-94.1777,,,65.2,89.1,61.9,0,,3.6,117,1002.5,5.6,8.5
619809,2021,4,9,4/9/2021,22:37:00,4/9/2021 22:37,4/10/2021 3:37,3,MS,31.5705,-90.5493,31.5135,-90.5171,,,73.6,88.2,69.9,0,,12.5,155,1007.7,99.3,9.9
619810,2021,4,9,4/9/2021,23:31:00,4/9/2021 23:31,4/10/2021 4:31,3,MS,31.2976,-90.0131,31.2367,-89.9051,,,72.4,87.1,68.4,0,,12,151,1007.8,100,9.9
619811,2021,4,10,4/10/2021,0:26:00,4/10/2021 0:26,4/10/2021 5:26,3,LA,30.7272,-92.032,30.7486,-91.9759,,,75.1,85.8,70.5,0,,8.5,175,1006.5,93.8,9.8
619812,2021,4,10,4/10/2021,1:06:00,4/10/2021 1:06,4/10/2021 6:06,3,LA,30.666,-91.9586,30.7499,-91.8492,,,74.5,88.1,70.8,0,,9.5,157,1006,95.2,9.6
619813,2021,4,10,4/10/2021,5:23:00,4/10/2021 5:23,4/10/2021 10:23,3,FL,30.7845,-86.364,30.8511,-86.1099,,,67,94.3,65.3,0,,8.6,136,1006.2,73.1,7.6
619814,2021,4,10,4/10/2021,7:42:00,4/10/2021 7:42,4/10/2021 12:42,3,FL,30.2347,-85.9177,30.2346,-85.9102,,,69.2,89.7,66,0.004,['rain'],17.1,135,1009.2,44.5,6.9
619815,2021,4,10,4/10/2021,7:45:00,4/10/2021 7:45,4/10/2021 12:45,3,FL,30.166,-85.7952,30.1701,-85.7883,,,69.7,88.8,66.3,0,,21.6,141,1008.7,59.5,8
619816,2021,4,10,4/10/2021,8:00:00,4/10/2021 8:00,4/10/2021 13:00,3,FL,30.2353,-85.6503,30.2348,-85.6462,,,69.4,89.9,66.3,0,,17.6,142,1008.9,62.2,8.1
619817,2021,4,10,4/10/2021,9:28:00,4/10/2021 9:28,4/10/2021 14:28,3,FL,30.373,-84.529,30.381,-84.49,,,66.9,95,65.4,0,,9,159,1010.1,98.8,5.7
619818,2021,4,10,4/10/2021,14:18:00,4/10/2021 14:18,4/10/2021 19:18,3,MI,42.7844,-85.6384,42.79,-85.6462,,,67.4,57.4,51.9,0,,13.7,89,1002.4,93.1,9.9
619819,2021,4,10,4/10/2021,15:45:00,4/10/2021 15:45,4/10/2021 20:45,3,FL,27.4364,-82.6084,27.4338,-82.6006,,,80.1,74,71.1,0,,18.3,200,1011.3,85.3,9.8
619820,2021,4,10,4/10/2021,15:50:00,4/10/2021 15:50,4/10/2021 20:50,3,SC,34.707,-82.992,34.717,-82.974,,,64.5,93,62.5,0.069,['rain'],1.2,348,1005.2,100,4.9
619821,2021,4,10,4/10/2021,16:38:00,4/10/2021 16:38,4/10/2021 21:38,3,SC,34.877,-82.051,34.893,-82.047,,,68.1,81.3,62.1,0.015,['rain'],6.6,152,1005.2,92.5,9.9
619822,2021,4,10,4/10/2021,17:21:00,4/10/2021 17:21,4/10/2021 22:21,3,NC,35.242,-81.823,35.243,-81.823,,,68.2,85.1,63.6,0.03,['rain'],8.2,171,1005.8,66.8,9.9
619823,2021,4,10,4/10/2021,18:10:00,4/10/2021 18:10,4/10/2021 23:10,3,NC,35.667,-81.86,35.674,-81.866,,,66.6,90,63.5,0.013,['rain'],3.8,136,1005.3,94,9.8
619824,2021,4,11,4/11/2021,10:18:00,4/11/2021 10:18,4/11/2021 15:18,3,FL,27.999,-81.7849,27.9933,-81.7622,,,72,76.8,64.3,0,,5.9,100,1009,52.6,9.9
619825,2021,4,18,4/18/2021,17:21:00,4/18/2021 17:21,4/18/2021 22:21,3,FL,29.1861,-82.1836,29.1808,-82.1464,,,79.1,71.8,69.2,0.004,['rain'],6.9,230,1011.1,99.6,9.9
619826,2021,4,21,4/21/2021,12:49:00,4/21/2021 12:49,4/21/2021 17:49,3,CT,41.6877,-73.5052,41.6908,-73.4864,,,61.9,56.3,46.2,0,,4.7,87,1000.6,39.5,9.9
619827,2021,4,21,4/21/2021,12:49:00,4/21/2021 12:49,4/21/2021 17:49,3,NY,41.8413,-73.5582,41.8499,-73.5536,,,62.2,54.5,45.6,0,,3.3,67,1000.4,26.6,9.9
619828,2021,4,23,4/23/2021,16:22:00,4/23/2021 16:22,4/23/2021 21:22,3,TX,34.4454,-100.9215,34.4513,-100.9123,,,71.2,44.6,48.5,0,,11.8,179,1003.8,32.3,9.9
619829,2021,4,23,4/23/2021,16:43:00,4/23/2021 16:43,4/23/2021 21:43,3,TX,34.13,-99.73,34.11,-99.69,,,69.1,74.4,60.6,0,,11.8,135,1003.2,69.3,8.9
619830,2021,4,23,4/23/2021,16:54:00,4/23/2021 16:54,4/23/2021 21:54,3,TX,34.13,-99.66,34.13,-99.66,,,70,73.8,61.3,0,,11.3,133,1003.2,80,9.1
619831,2021,4,23,4/23/2021,17:08:00,4/23/2021 17:08,4/23/2021 22:08,3,TX,34.1,-99.51,34.1,-99.48,,,69.2,79.9,62.8,0,,11.2,132,1003.8,100,8.4
619832,2021,4,23,4/23/2021,17:10:00,4/23/2021 17:10,4/23/2021 22:10,3,TX,34.11,-99.49,34.085,-99.389,,,69.4,79.7,62.8,0,,11.1,132,1003.8,100,8.5
619833,2021,4,23,4/23/2021,17:34:00,4/23/2021 17:34,4/23/2021 22:34,3,TX,34.077,-99.334,34.057,-99.285,,,71.9,74.1,63.2,0,,10.4,117,1002.2,100,9.5
619834,2021,4,24,4/24/2021,6:50:00,4/24/2021 6:50,4/24/2021 11:50,3,AL,31.3984,-85.2407,31.4001,-85.1713,,,67.8,83.5,62.6,0,,16.2,152,1010.3,100,9.9
619835,2021,4,24,4/24/2021,6:51:00,4/24/2021 6:51,4/24/2021 11:51,3,AL,31.2399,-85.17,31.2406,-85.1629,,,68.2,83,62.9,0,,14.7,152,1010.3,100,9.9
619836,2021,4,24,4/24/2021,6:59:00,4/24/2021 6:59,4/24/2021 11:59,3,GA,31.3981,-85.049,31.4039,-84.9301,,,66.9,84.9,62.3,0.019,['rain'],13.5,148,1010.3,100,9.7
619837,2021,4,24,4/24/2021,7:01:00,4/24/2021 7:01,4/24/2021 12:01,3,GA,31.2595,-85.0335,31.2675,-84.9594,,,68,83.5,62.8,0,,12.9,150,1010.7,100,9.9
619838,2021,4,24,4/24/2021,7:30:00,4/24/2021 7:30,4/24/2021 12:30,3,GA,31.7064,-84.5203,31.7006,-84.506,,,67,78.8,60.2,0.02,['rain'],12.4,160,1012.3,100,9.5
619839,2021,4,24,4/24/2021,19:03:00,4/24/2021 19:03,4/25/2021 0:03,3,GA,31.4524,-83.0035,31.4373,-82.8663,,,63.8,97.5,63.1,0.029,['rain'],6.3,153,1008.9,99.4,2
619840,2021,4,25,4/25/2021,5:09:00,4/25/2021 5:09,4/25/2021 10:09,3,FL,29.4247,-81.1268,29.4283,-81.1273,,,71.8,92.7,69.6,0.012,['rain'],8.4,212,1009.6,6.5,7.4
619841,2021,4,25,4/25/2021,18:45:00,4/25/2021 18:45,4/25/2021 23:45,3,CA,39.8205,-122.1381,39.82,-122.1,,,54.5,73.9,46.3,0.049,['rain'],21.2,132,1009.2,84.9,13.8
619842,2021,4,27,4/27/2021,14:32:00,4/27/2021 14:32,4/27/2021 19:32,3,CO,38.85,-103.83,38.85,-103.83,,,60.4,47.7,40.5,0,,17.9,80,1002.5,49.6,9.9
619843,2021,4,27,4/27/2021,14:49:00,4/27/2021 14:49,4/27/2021 19:49,3,TX,33.751,-99.921,33.791,-99.788,,,75.5,79.3,68.6,0,,9.8,150,1008,69,6.8
619844,2021,4,27,4/27/2021,15:57:00,4/27/2021 15:57,4/27/2021 20:57,3,CO,38.64,-103.25,38.64,-103.25,,,71.5,25,33.9,0,,18.6,87,999.6,36.3,9.9
619845,2021,4,27,4/27/2021,16:08:00,4/27/2021 16:08,4/27/2021 21:08,3,CO,38.6226,-103.1092,38.6241,-103.0948,,,80.1,14.1,26.8,0,,21.5,142,997.7,0,9.9
619846,2021,4,27,4/27/2021,16:08:00,4/27/2021 16:08,4/27/2021 21:08,3,CO,38.6155,-103.1625,38.6194,-103.1251,,,79.9,14.4,27.1,0,,21,137,997.7,0,9.9
619847,2021,4,27,4/27/2021,16:15:00,4/27/2021 16:15,4/27/2021 21:15,3,CO,38.6185,-103.1028,38.6428,-103.0837,,,80.1,14.1,26.8,0,,21.6,142,997.7,0,9.9
619848,2021,4,27,4/27/2021,16:16:00,4/27/2021 16:16,4/27/2021 21:16,3,CO,38.6175,-103.1057,38.6523,-103.0452,,,80.1,14.1,26.8,0,,21.6,142,997.7,0,9.9
619849,2021,4,27,4/27/2021,16:28:00,4/27/2021 16:28,4/27/2021 21:28,3,CO,38.6702,-103.0267,38.6833,-103.0093,,,83,10.4,21.8,0,,28.9,210,997,0,9.9
619850,2021,4,27,4/27/2021,16:54:00,4/27/2021 16:54,4/27/2021 21:54,3,CO,38.756,-102.8951,38.7986,-102.8326,,,76.8,23.2,36.4,0,,18.5,157,998.8,26,9.9
619851,2021,4,27,4/27/2021,17:27:00,4/27/2021 17:27,4/27/2021 22:27,3,CO,38.954,-102.6085,38.9809,-102.618,,,71.1,45.3,48.8,0,,19.7,90,1001.2,50,9.9
619852,2021,4,27,4/27/2021,18:15:00,4/27/2021 18:15,4/27/2021 23:15,3,OK,34.21,-98.89,34.21,-98.89,,,72.9,88.5,69.3,0.012,['rain'],9.3,41,1003.8,92.1,5.4
619853,2021,4,27,4/27/2021,18:19:00,4/27/2021 18:19,4/27/2021 23:19,3,TX,33.85,-99.09,33.85,-99.09,,,74.6,84,69.5,0.012,['rain'],10.4,83,1005.3,67.3,6.3
619854,2021,4,27,4/27/2021,18:47:00,4/27/2021 18:47,4/27/2021 23:47,3,TX,32.5891,-100.7986,32.5954,-100.7544,,,91,20.1,44.5,0,,17.3,266,1003.6,0,9.9
619855,2021,4,27,4/27/2021,23:00:00,4/27/2021 23:00,4/28/2021 4:00,3,OK,34.7,-97.172,34.756,-97.14,,,68,99.9,68,0.074,['rain'],4.7,72,1009.7,100,4.4
619856,2021,4,28,4/28/2021,5:01:00,4/28/2021 5:01,4/28/2021 10:01,3,OK,35.824,-94.726,35.836,-94.703,,,65.2,97.7,64.6,0.041,['rain'],3.5,64,1011.5,98.7,3.8
619857,2021,4,28,4/28/2021,5:06:00,4/28/2021 5:06,4/28/2021 10:06,3,OK,35.836,-94.676,35.902,-94.581,,,65.3,97.4,64.6,0.044,['rain'],3.8,69,1011.5,98.7,4.1
619858,2021,4,28,4/28/2021,8:30:00,4/28/2021 8:30,4/28/2021 13:30,3,MO,36.7392,-93.2499,36.7395,-93.2483,,,66.1,99.5,66,0.037,['rain'],7.4,86,1012.2,100,1.4
619859,2021,4,28,4/28/2021,8:37:00,4/28/2021 8:37,4/28/2021 13:37,3,MO,36.7651,-93.2058,36.7656,-93.1956,,,66.1,99.4,65.9,0.039,['rain'],7.8,90,1012.2,100,1.7
619860,2021,4,28,4/28/2021,8:55:00,4/28/2021 8:55,4/28/2021 13:55,3,MO,36.8677,-93.1012,36.8732,-93.0982,,,65.8,98.6,65.4,0.04,['rain'],9.2,105,1012.2,100,2.4
619861,2021,4,28,4/28/2021,9:57:00,4/28/2021 9:57,4/28/2021 14:57,3,OK,35.092,-95.814,35.139,-95.698,,,68.9,94.5,67.3,0.185,['rain'],5.6,107,1009.1,100,2.3
619862,2021,4,28,4/28/2021,10:13:00,4/28/2021 10:13,4/28/2021 15:13,3,MO,36.8423,-92.3251,36.8642,-92.3047,,,67.4,95.7,66.1,0,,5.5,123,1012.8,98,4.2
619863,2021,4,28,4/28/2021,13:50:00,4/28/2021 13:50,4/28/2021 18:50,3,MO,37.4361,-90.0159,37.4644,-89.9658,,,71.5,90.5,68.5,0.007,['rain'],3.9,46,1014.5,53.4,8.3
619864,2021,4,28,4/28/2021,17:53:00,4/28/2021 17:53,4/28/2021 22:53,3,TN,36.3642,-88.2582,36.3899,-88.1418,,,73.2,93.5,71.3,0.014,['rain'],7.1,126,1013.4,58.5,9.4
619865,2021,4,28,4/28/2021,18:33:00,4/28/2021 18:33,4/28/2021 23:33,3,TX,29.2992,-99.1021,29.297,-99.0722,,,90.9,42.7,65.1,0,,16.2,93,1000.8,46.5,9.7
619866,2021,4,28,4/28/2021,18:36:00,4/28/2021 18:36,4/28/2021 23:36,3,IL,39.633,-88.3524,39.6343,-88.3513,,,70.3,83.2,65,0,,7.1,175,1010.9,100,9.5
619867,2021,5,2,5/2/2021,14:45:00,5/2/2021 14:45,5/2/2021 19:45,3,AL,32.955,-88.0286,32.9739,-88.0187,,,76.3,60.8,61.8,0.002,['rain'],5,148,1009.7,35.3,8.5
619868,2021,5,2,5/2/2021,15:57:00,5/2/2021 15:57,5/2/2021 20:57,3,LA,32.4726,-91.1626,32.4811,-91.1412,,,79.3,70.3,68.8,0,,16.5,170,1005.5,89.5,9.9
619869,2021,5,2,5/2/2021,16:20:00,5/2/2021 16:20,5/2/2021 21:20,3,CO,38.16,-102.85,38.1616,-102.8332,,,84.9,20,39.4,0,,13,8,991.3,0,9.9
619870,2021,5,2,5/2/2021,16:25:00,5/2/2021 16:25,5/2/2021 21:25,3,AL,33.1927,-87.7959,33.1959,-87.7937,,,78.1,56.4,61.3,0.001,['rain'],7.1,157,1009.4,89.5,9.9
